Words,DistinctStems
32358000,42057
32359000,42057
32360000,42058
32361000,42058
32362000,42058
32363000,42058
32364000,42058
32365000,42058
32366000,42058
32367000,42058
32368000,42059
32369000,42059
32370000,42059
32371000,42059
32372000,42059
32373000,42059
32374000,42059
32375000,42059
32376000,42059
32377000,42059
32378000,42059
32379000,42059
32380000,42059
32381000,42059
32382000,42059
32383000,42059
32384000,42059
32385000,42059
32386000,42059
32387000,42059
32388000,42059
32389000,42059
32390000,42059
32391000,42059
32392000,42059
32393000,42059
32394000,42059
32395000,42059
32396000,42059
32397000,42059
32398000,42059
32399000,42059
32400000,42059
32401000,42059
32402000,42059
32403000,42059
32404000,42059
32405000,42059
32406000,42059
32407000,42059
32408000,42059
32409000,42059
32410000,42059
32411000,42059
32412000,42059
32413000,42059
32414000,42059
32415000,42059
32416000,42059
32417000,42059
32418000,42059
32419000,42059
32420000,42059
32421000,42059
32422000,42059
32423000,42059
32424000,42059
32425000,42059
32426000,42059
32427000,42059
32428000,42059
32429000,42059
32430000,42059
32431000,42059
32432000,42059
32433000,42059
32434000,42059
32435000,42059
32436000,42059
32437000,42060
32438000,42060
32439000,42060
32440000,42060
32441000,42060
32442000,42061
32443000,42061
32444000,42061
32445000,42061
32446000,42061
32447000,42061
32448000,42061
32449000,42061
32450000,42061
32451000,42061
32452000,42061
32453000,42061
32454000,42061
32455000,42061
32456000,42061
32457000,42061
32458000,42062
32459000,42062
32460000,42062
32461000,42062
32462000,42062
32463000,42062
32464000,42062
32465000,42062
32466000,42062
32467000,42062
32468000,42062
32469000,42062
32470000,42062
32471000,42062
32472000,42062
32473000,42062
32474000,42062
32475000,42062
32476000,42062
32477000,42062
32478000,42062
32479000,42062
32480000,42062
32481000,42062
32482000,42062
32483000,42063
32484000,42063
32485000,42063
32486000,42063
32487000,42063
32488000,42063
32489000,42063
32490000,42063
32491000,42063
32492000,42063
32493000,42063
32494000,42063
32495000,42063
32496000,42063
32497000,42063
32498000,42063
32499000,42063
32500000,42063
32501000,42063
32502000,42063
32503000,42063
32504000,42064
32505000,42064
32506000,42064
32507000,42064
32508000,42064
32509000,42064
32510000,42064
32511000,42064
32512000,42064
32513000,42064
32514000,42064
32515000,42064
32516000,42064
32517000,42064
32518000,42064
32519000,42064
32520000,42064
32521000,42064
32522000,42064
32523000,42064
32524000,42064
32525000,42064
32526000,42064
32527000,42064
32528000,42064
32529000,42064
32530000,42064
32531000,42064
32532000,42064
32533000,42064
32534000,42064
32535000,42064
32536000,42064
32537000,42064
32538000,42064
32539000,42064
32540000,42064
32541000,42064
32542000,42064
32543000,42064
32544000,42064
32545000,42064
32546000,42064
32547000,42064
32548000,42064
32549000,42064
32550000,42064
32551000,42064
32552000,42064
32553000,42064
32554000,42064
32555000,42064
32556000,42064
32557000,42064
32558000,42064
32559000,42064
32560000,42064
32561000,42064
32562000,42064
32563000,42064
32564000,42064
32565000,42064
32566000,42064
32567000,42064
32568000,42064
32569000,42064
32570000,42064
32571000,42064
32572000,42064
32573000,42064
32574000,42064
32575000,42064
32576000,42064
32577000,42064
32578000,42064
32579000,42064
32580000,42064
32581000,42065
32582000,42065
32583000,42065
32584000,42065
32585000,42065
32586000,42065
32587000,42065
32588000,42066
32589000,42066
32590000,42066
32591000,42066
32592000,42066
32593000,42066
32594000,42066
32595000,42066
32596000,42066
32597000,42068
32598000,42068
32599000,42068
32600000,42068
32601000,42069
32602000,42069
32603000,42069
32604000,42069
32605000,42069
32606000,42069
32607000,42069
32608000,42069
32609000,42069
32610000,42069
32611000,42069
32612000,42069
32613000,42069
32614000,42069
32615000,42069
32616000,42071
32617000,42071
32618000,42071
32619000,42073
32620000,42073
32621000,42073
32622000,42073
32623000,42073
32624000,42073
32625000,42073
32626000,42073
32627000,42073
32628000,42073
32629000,42073
32630000,42073
32631000,42073
32632000,42073
32633000,42073
32634000,42073
32635000,42073
32636000,42073
32637000,42073
32638000,42073
32639000,42073
32640000,42073
32641000,42073
32642000,42073
32643000,42073
32644000,42073
32645000,42073
32646000,42073
32647000,42073
32648000,42073
32649000,42073
32650000,42073
32651000,42073
32652000,42076
32653000,42076
32654000,42076
32655000,42076
32656000,42076
32657000,42076
32658000,42076
32659000,42076
32660000,42076
32661000,42076
32662000,42076
32663000,42076
32664000,42076
32665000,42076
32666000,42076
32667000,42076
32668000,42076
32669000,42076
32670000,42076
32671000,42076
32672000,42076
32673000,42076
32674000,42076
32675000,42076
32676000,42076
32677000,42077
32678000,42077
32679000,42077
32680000,42077
32681000,42078
32682000,42078
32683000,42079
32684000,42079
32685000,42079
32686000,42079
32687000,42079
32688000,42079
32689000,42079
32690000,42079
32691000,42079
32692000,42079
32693000,42079
32694000,42079
32695000,42079
32696000,42079
32697000,42079
32698000,42079
32699000,42079
32700000,42079
32701000,42079
32702000,42079
32703000,42079
32704000,42079
32705000,42079
32706000,42079
32707000,42079
32708000,42079
32709000,42079
32710000,42081
32711000,42081
32712000,42081
32713000,42081
32714000,42081
32715000,42081
32716000,42081
32717000,42081
32718000,42081
32719000,42081
32720000,42081
32721000,42081
32722000,42081
32723000,42081
32724000,42081
32725000,42081
32726000,42081
32727000,42081
32728000,42082
32729000,42082
32730000,42082
32731000,42082
32732000,42083
32733000,42083
32734000,42083
32735000,42083
32736000,42083
32737000,42083
32738000,42083
32739000,42083
32740000,42083
32741000,42083
32742000,42083
32743000,42083
32744000,42083
32745000,42083
32746000,42083
32747000,42083
32748000,42083
32749000,42083
32750000,42083
32751000,42083
32752000,42083
32753000,42083
32754000,42083
32755000,42083
32756000,42083
32757000,42083
32758000,42084
32759000,42084
32760000,42084
32761000,42089
32762000,42089
32763000,42089
32764000,42089
32765000,42089
32766000,42089
32767000,42089
32768000,42089
32769000,42089
32770000,42089
32771000,42089
32772000,42089
32773000,42089
32774000,42089
32775000,42089
32776000,42089
32777000,42089
32778000,42090
32779000,42090
32780000,42090
32781000,42090
32782000,42090
32783000,42090
32784000,42090
32785000,42090
32786000,42090
32787000,42090
32788000,42090
32789000,42090
32790000,42090
32791000,42090
32792000,42090
32793000,42090
32794000,42090
32795000,42090
32796000,42090
32797000,42090
32798000,42090
32799000,42090
32800000,42090
32801000,42090
32802000,42090
32803000,42090
32804000,42090
32805000,42090
32806000,42090
32807000,42090
32808000,42090
32809000,42090
32810000,42090
32811000,42090
32812000,42090
32813000,42090
32814000,42090
32815000,42090
32816000,42090
32817000,42090
32818000,42090
32819000,42090
32820000,42090
32821000,42090
32822000,42090
32823000,42090
32824000,42090
32825000,42090
32826000,42090
32827000,42090
32828000,42090
32829000,42090
32830000,42090
32831000,42090
32832000,42090
32833000,42090
32834000,42090
32835000,42090
32836000,42090
32837000,42090
32838000,42090
32839000,42090
32840000,42090
32841000,42090
32842000,42090
32843000,42090
32844000,42090
32845000,42090
32846000,42090
32847000,42090
32848000,42090
32849000,42090
32850000,42090
32851000,42090
32852000,42090
32853000,42090
32854000,42090
32855000,42090
32856000,42090
32857000,42090
32858000,42090
32859000,42090
32860000,42090
32861000,42090
32862000,42090
32863000,42090
32864000,42090
32865000,42090
32866000,42090
32867000,42090
32868000,42090
32869000,42090
32870000,42090
32871000,42090
32872000,42090
32873000,42090
32874000,42090
32875000,42090
32876000,42090
32877000,42090
32878000,42090
32879000,42090
32880000,42090
32881000,42090
32882000,42090
32883000,42090
32884000,42090
32885000,42090
32886000,42090
32887000,42090
32888000,42090
32889000,42090
32890000,42090
32891000,42090
32892000,42090
32893000,42092
32894000,42092
32895000,42092
32896000,42092
32897000,42092
32898000,42092
32899000,42092
32900000,42092
32901000,42092
32902000,42092
32903000,42092
32904000,42092
32905000,42092
32906000,42092
32907000,42092
32908000,42092
32909000,42092
32910000,42092
32911000,42092
32912000,42092
32913000,42092
32914000,42092
32915000,42092
32916000,42092
32917000,42092
32918000,42092
32919000,42092
32920000,42092
32921000,42092
32922000,42092
32923000,42092
32924000,42092
32925000,42092
32926000,42092
32927000,42092
32928000,42092
32929000,42092
32930000,42092
32931000,42092
32932000,42092
32933000,42092
32934000,42092
32935000,42092
32936000,42092
32937000,42092
32938000,42092
32939000,42092
32940000,42092
32941000,42092
32942000,42092
32943000,42092
32944000,42093
32945000,42093
32946000,42093
32947000,42093
32948000,42093
32949000,42093
32950000,42093
32951000,42093
32952000,42093
32953000,42093
32954000,42093
32955000,42093
32956000,42093
32957000,42093
32958000,42093
32959000,42093
32960000,42093
32961000,42093
32962000,42093
32963000,42093
32964000,42093
32965000,42093
32966000,42093
32967000,42093
32968000,42093
32969000,42093
32970000,42093
32971000,42093
32972000,42093
32973000,42093
32974000,42093
32975000,42093
32976000,42093
32977000,42093
32978000,42093
32979000,42093
32980000,42093
32981000,42093
32982000,42093
32983000,42093
32984000,42093
32985000,42093
32986000,42093
32987000,42093
32988000,42093
32989000,42093
32990000,42093
32991000,42093
32992000,42093
32993000,42093
32994000,42093
32995000,42093
32996000,42093
32997000,42093
32998000,42093
32999000,42093
33000000,42093
33001000,42093
33002000,42094
33003000,42094
33004000,42094
33005000,42094
33006000,42094
33007000,42094
33008000,42094
33009000,42094
33010000,42094
33011000,42094
33012000,42094
33013000,42094
33014000,42094
33015000,42094
33016000,42094
33017000,42094
33018000,42094
33019000,42094
33020000,42094
33021000,42095
33022000,42096
33023000,42096
33024000,42096
33025000,42096
33026000,42096
33027000,42096
33028000,42096
33029000,42096
33030000,42096
33031000,42096
33032000,42096
33033000,42096
33034000,42096
33035000,42096
33036000,42096
33037000,42096
33038000,42096
33039000,42096
33040000,42096
33041000,42096
33042000,42096
33043000,42096
33044000,42096
33045000,42096
33046000,42096
33047000,42096
33048000,42096
33049000,42096
33050000,42096
33051000,42096
33052000,42096
33053000,42096
33054000,42096
33055000,42096
33056000,42097
33057000,42097
33058000,42097
33059000,42097
33060000,42097
33061000,42097
33062000,42097
33063000,42097
33064000,42097
33065000,42097
33066000,42097
33067000,42097
33068000,42097
33069000,42097
33070000,42097
33071000,42097
33072000,42097
33073000,42097
33074000,42097
33075000,42097
33076000,42097
33077000,42097
33078000,42097
33079000,42097
33080000,42097
33081000,42097
33082000,42097
33083000,42097
33084000,42097
33085000,42097
33086000,42097
33087000,42097
33088000,42097
33089000,42097
33090000,42097
33091000,42097
33092000,42097
33093000,42097
33094000,42097
33095000,42097
33096000,42097
33097000,42097
33098000,42098
33099000,42098
33100000,42098
33101000,42098
33102000,42098
33103000,42098
33104000,42098
33105000,42098
33106000,42098
33107000,42099
33108000,42099
33109000,42099
33110000,42099
33111000,42099
33112000,42099
33113000,42099
33114000,42099
33115000,42099
33116000,42099
33117000,42100
33118000,42100
33119000,42100
33120000,42101
33121000,42101
33122000,42101
33123000,42101
33124000,42101
33125000,42101
33126000,42101
33127000,42101
33128000,42101
33129000,42101
33130000,42101
33131000,42101
33132000,42101
33133000,42104
33134000,42104
33135000,42104
33136000,42104
33137000,42105
33138000,42105
33139000,42105
33140000,42105
33141000,42105
33142000,42105
33143000,42105
33144000,42105
33145000,42105
33146000,42105
33147000,42105
33148000,42105
33149000,42105
33150000,42105
33151000,42105
33152000,42105
33153000,42105
33154000,42105
33155000,42105
33156000,42105
33157000,42105
33158000,42105
33159000,42105
33160000,42105
33161000,42105
33162000,42105
33163000,42105
33164000,42105
33165000,42105
33166000,42105
33167000,42105
33168000,42105
33169000,42105
33170000,42105
33171000,42105
33172000,42105
33173000,42105
33174000,42105
33175000,42105
33176000,42105
33177000,42105
33178000,42105
33179000,42105
33180000,42105
33181000,42105
33182000,42105
33183000,42105
33184000,42105
33185000,42105
33186000,42105
33187000,42105
33188000,42105
33189000,42105
33190000,42105
33191000,42105
33192000,42105
33193000,42105
33194000,42105
33195000,42106
33196000,42106
33197000,42106
33198000,42106
33199000,42107
33200000,42107
33201000,42107
33202000,42107
33203000,42107
33204000,42107
33205000,42107
33206000,42107
33207000,42107
33208000,42107
33209000,42107
33210000,42107
33211000,42107
33212000,42107
33213000,42107
33214000,42107
33215000,42107
33216000,42107
33217000,42107
33218000,42107
33219000,42107
33220000,42107
33221000,42107
33222000,42107
33223000,42107
33224000,42107
33225000,42107
33226000,42107
33227000,42107
33228000,42107
33229000,42107
33230000,42107
33231000,42107
33232000,42107
33233000,42107
33234000,42107
33235000,42107
33236000,42107
33237000,42107
33238000,42107
33239000,42107
33240000,42107
33241000,42107
33242000,42107
33243000,42107
33244000,42107
33245000,42107
33246000,42107
33247000,42107
33248000,42107
33249000,42107
33250000,42107
33251000,42107
33252000,42107
33253000,42107
33254000,42108
33255000,42108
33256000,42108
33257000,42108
33258000,42108
33259000,42109
33260000,42109
33261000,42109
33262000,42109
33263000,42109
33264000,42109
33265000,42109
33266000,42109
33267000,42109
33268000,42109
33269000,42109
33270000,42109
33271000,42109
33272000,42109
33273000,42109
33274000,42109
33275000,42110
33276000,42110
33277000,42110
33278000,42110
33279000,42110
33280000,42111
33281000,42111
33282000,42111
33283000,42111
33284000,42111
33285000,42111
33286000,42111
33287000,42111
33288000,42111
33289000,42111
33290000,42111
33291000,42111
33292000,42111
33293000,42111
33294000,42111
33295000,42111
33296000,42111
33297000,42111
33298000,42111
33299000,42111
33300000,42111
33301000,42111
33302000,42111
33303000,42111
33304000,42111
33305000,42112
33306000,42112
33307000,42112
33308000,42112
33309000,42112
33310000,42112
33311000,42112
33312000,42112
33313000,42112
33314000,42112
33315000,42112
33316000,42112
33317000,42112
33318000,42112
33319000,42112
33320000,42112
33321000,42112
33322000,42112
33323000,42112
33324000,42112
33325000,42112
33326000,42113
33327000,42113
33328000,42113
33329000,42113
33330000,42113
33331000,42113
33332000,42113
33333000,42113
33334000,42113
33335000,42113
33336000,42113
33337000,42113
33338000,42113
33339000,42113
33340000,42113
33341000,42113
33342000,42113
33343000,42113
33344000,42113
33345000,42113
33346000,42113
33347000,42113
33348000,42113
33349000,42113
33350000,42114
33351000,42114
33352000,42114
33353000,42114
33354000,42114
33355000,42114
33356000,42114
33357000,42114
33358000,42114
33359000,42114
33360000,42114
33361000,42114
33362000,42114
33363000,42114
33364000,42114
33365000,42114
33366000,42114
33367000,42114
33368000,42114
33369000,42114
33370000,42114
33371000,42114
33372000,42114
33373000,42114
33374000,42114
33375000,42114
33376000,42114
33377000,42115
33378000,42117
33379000,42117
33380000,42117
33381000,42117
33382000,42117
33383000,42117
33384000,42117
33385000,42117
33386000,42117
33387000,42117
33388000,42117
33389000,42117
33390000,42117
33391000,42117
33392000,42117
33393000,42117
33394000,42117
33395000,42117
33396000,42117
33397000,42117
33398000,42117
33399000,42117
33400000,42117
33401000,42117
33402000,42117
33403000,42117
33404000,42117
33405000,42117
33406000,42117
33407000,42117
33408000,42117
33409000,42117
33410000,42117
33411000,42117
33412000,42117
33413000,42117
33414000,42117
33415000,42117
33416000,42117
33417000,42117
33418000,42117
33419000,42117
33420000,42117
33421000,42117
33422000,42117
33423000,42117
33424000,42117
33425000,42117
33426000,42117
33427000,42117
33428000,42117
33429000,42117
33430000,42117
33431000,42117
33432000,42117
33433000,42117
33434000,42117
33435000,42117
33436000,42117
33437000,42117
33438000,42117
33439000,42117
33440000,42117
33441000,42117
33442000,42117
33443000,42117
33444000,42117
33445000,42117
33446000,42117
33447000,42117
33448000,42117
33449000,42117
33450000,42117
33451000,42117
33452000,42117
33453000,42117
33454000,42117
33455000,42117
33456000,42117
33457000,42117
33458000,42117
33459000,42117
33460000,42118
33461000,42118
33462000,42118
33463000,42118
33464000,42118
33465000,42118
33466000,42118
33467000,42118
33468000,42118
33469000,42118
33470000,42118
33471000,42118
33472000,42118
33473000,42118
33474000,42118
33475000,42118
33476000,42118
33477000,42118
33478000,42118
33479000,42118
33480000,42118
33481000,42118
33482000,42118
33483000,42118
33484000,42118
33485000,42118
33486000,42118
33487000,42118
33488000,42118
33489000,42118
33490000,42118
33491000,42118
33492000,42118
33493000,42118
33494000,42118
33495000,42118
33496000,42118
33497000,42118
33498000,42118
33499000,42118
33500000,42118
33501000,42118
33502000,42123
33503000,42123
33504000,42123
33505000,42123
33506000,42123
33507000,42123
33508000,42123
33509000,42123
33510000,42123
33511000,42123
33512000,42123
33513000,42123
33514000,42123
33515000,42123
33516000,42123
33517000,42123
33518000,42123
33519000,42123
33520000,42123
33521000,42123
33522000,42123
33523000,42123
33524000,42123
33525000,42123
33526000,42123
33527000,42123
33528000,42123
33529000,42123
33530000,42123
33531000,42123
33532000,42123
33533000,42123
33534000,42123
33535000,42123
33536000,42123
33537000,42123
33538000,42123
33539000,42123
33540000,42123
33541000,42123
33542000,42123
33543000,42123
33544000,42123
33545000,42123
33546000,42123
33547000,42123
33548000,42123
33549000,42123
33550000,42123
33551000,42123
33552000,42123
33553000,42123
33554000,42123
33555000,42123
33556000,42123
33557000,42125
33558000,42125
33559000,42125
33560000,42125
33561000,42125
33562000,42125
33563000,42125
33564000,42125
33565000,42125
33566000,42125
33567000,42125
33568000,42125
33569000,42125
33570000,42126
33571000,42126
33572000,42126
33573000,42126
33574000,42126
33575000,42126
33576000,42126
33577000,42126
33578000,42126
33579000,42126
33580000,42126
33581000,42126
33582000,42126
33583000,42126
33584000,42126
33585000,42126
33586000,42126
33587000,42126
33588000,42126
33589000,42126
33590000,42126
33591000,42126
33592000,42127
33593000,42127
33594000,42127
33595000,42127
33596000,42127
33597000,42127
33598000,42127
33599000,42127
33600000,42127
33601000,42127
33602000,42128
33603000,42128
33604000,42128
33605000,42128
33606000,42128
33607000,42128
33608000,42128
33609000,42128
33610000,42128
33611000,42128
33612000,42128
33613000,42128
33614000,42128
33615000,42128
33616000,42128
33617000,42128
33618000,42128
33619000,42128
33620000,42128
33621000,42128
33622000,42128
33623000,42128
33624000,42128
33625000,42128
33626000,42128
33627000,42128
33628000,42128
33629000,42128
33630000,42128
33631000,42128
33632000,42128
33633000,42128
33634000,42128
33635000,42128
33636000,42128
33637000,42128
33638000,42128
33639000,42128
33640000,42128
33641000,42128
33642000,42128
33643000,42128
33644000,42128
33645000,42128
33646000,42129
33647000,42129
33648000,42129
33649000,42129
33650000,42129
33651000,42129
33652000,42129
33653000,42129
33654000,42129
33655000,42129
33656000,42129
33657000,42129
33658000,42129
33659000,42129
33660000,42129
33661000,42129
33662000,42129
33663000,42129
33664000,42129
33665000,42129
33666000,42129
33667000,42129
33668000,42129
33669000,42129
33670000,42129
33671000,42129
33672000,42129
33673000,42129
33674000,42129
33675000,42129
33676000,42129
33677000,42129
33678000,42129
33679000,42129
33680000,42129
33681000,42129
33682000,42129
33683000,42129
33684000,42129
33685000,42129
33686000,42129
33687000,42129
33688000,42129
33689000,42129
33690000,42129
33691000,42129
33692000,42129
33693000,42129
33694000,42129
33695000,42129
33696000,42129
33697000,42129
33698000,42129
33699000,42129
33700000,42129
33701000,42129
33702000,42129
33703000,42129
33704000,42129
33705000,42129
33706000,42129
33707000,42129
33708000,42129
33709000,42129
33710000,42129
33711000,42129
33712000,42130
33713000,42130
33714000,42130
33715000,42130
33716000,42130
33717000,42130
33718000,42130
33719000,42130
33720000,42130
33721000,42130
33722000,42130
33723000,42130
33724000,42130
33725000,42130
33726000,42130
33727000,42130
33728000,42130
33729000,42130
33730000,42130
33731000,42130
33732000,42130
33733000,42130
33734000,42130
33735000,42130
33736000,42130
33737000,42130
33738000,42130
33739000,42130
33740000,42130
33741000,42130
33742000,42130
33743000,42130
33744000,42130
33745000,42130
33746000,42130
33747000,42130
33748000,42130
33749000,42130
33750000,42130
33751000,42130
33752000,42130
33753000,42130
33754000,42130
33755000,42130
33756000,42131
33757000,42131
33758000,42131
33759000,42131
33760000,42131
33761000,42131
33762000,42131
33763000,42131
33764000,42131
33765000,42131
33766000,42131
33767000,42131
33768000,42132
33769000,42132
33770000,42132
33771000,42132
33772000,42136
33773000,42136
33774000,42136
33775000,42136
33776000,42136
33777000,42136
33778000,42136
33779000,42136
33780000,42136
33781000,42136
33782000,42136
33783000,42136
33784000,42136
33785000,42136
33786000,42136
33787000,42136
33788000,42136
33789000,42136
33790000,42136
33791000,42136
33792000,42136
33793000,42136
33794000,42136
33795000,42136
33796000,42136
33797000,42136
33798000,42136
33799000,42136
33800000,42136
33801000,42136
33802000,42136
33803000,42136
33804000,42136
33805000,42136
33806000,42136
33807000,42136
33808000,42136
33809000,42136
33810000,42136
33811000,42136
33812000,42136
33813000,42136
33814000,42136
33815000,42136
33816000,42136
33817000,42136
33818000,42136
33819000,42136
33820000,42136
33821000,42136
33822000,42136
33823000,42136
33824000,42136
33825000,42136
33826000,42136
33827000,42136
33828000,42136
33829000,42136
33830000,42136
33831000,42136
33832000,42136
33833000,42136
33834000,42136
33835000,42136
33836000,42136
33837000,42136
33838000,42136
33839000,42136
33840000,42136
33841000,42136
33842000,42136
33843000,42136
33844000,42136
33845000,42136
33846000,42136
33847000,42136
33848000,42136
33849000,42136
33850000,42136
33851000,42136
33852000,42136
33853000,42136
33854000,42136
33855000,42136
33856000,42137
33857000,42137
33858000,42137
33859000,42137
33860000,42137
33861000,42137
33862000,42137
33863000,42137
33864000,42137
33865000,42137
33866000,42138
33867000,42138
33868000,42138
33869000,42138
33870000,42138
33871000,42138
33872000,42138
33873000,42138
33874000,42138
33875000,42138
33876000,42138
33877000,42138
33878000,42138
33879000,42138
33880000,42138
33881000,42138
33882000,42138
33883000,42138
33884000,42138
33885000,42138
33886000,42138
33887000,42138
33888000,42138
33889000,42138
33890000,42138
33891000,42138
33892000,42138
33893000,42138
33894000,42138
33895000,42138
33896000,42138
33897000,42138
33898000,42138
33899000,42138
33900000,42138
33901000,42138
33902000,42138
33903000,42138
33904000,42138
33905000,42138
33906000,42138
33907000,42138
33908000,42138
33909000,42138
33910000,42138
33911000,42138
33912000,42138
33913000,42138
33914000,42138
33915000,42138
33916000,42138
33917000,42138
33918000,42138
33919000,42138
33920000,42138
33921000,42138
33922000,42138
33923000,42138
33924000,42138
33925000,42138
33926000,42138
33927000,42138
33928000,42138
33929000,42138
33930000,42138
33931000,42138
33932000,42138
33933000,42138
33934000,42138
33935000,42138
33936000,42138
33937000,42138
33938000,42138
33939000,42138
33940000,42138
33941000,42138
33942000,42138
33943000,42138
33944000,42138
33945000,42138
33946000,42138
33947000,42138
33948000,42138
33949000,42138
33950000,42138
33951000,42138
33952000,42138
33953000,42138
33954000,42138
33955000,42138
33956000,42138
33957000,42138
33958000,42138
33959000,42138
33960000,42138
33961000,42138
33962000,42138
33963000,42138
33964000,42138
33965000,42138
33966000,42138
33967000,42138
33968000,42138
33969000,42138
33970000,42138
33971000,42138
33972000,42138
33973000,42138
33974000,42138
33975000,42138
33976000,42139
33977000,42139
33978000,42139
33979000,42139
33980000,42139
33981000,42139
33982000,42139
33983000,42139
33984000,42139
33985000,42139
33986000,42139
33987000,42139
33988000,42139
33989000,42139
33990000,42139
33991000,42139
33992000,42139
33993000,42140
33994000,42140
33995000,42140
33996000,42140
33997000,42140
33998000,42140
33999000,42140
34000000,42140
34001000,42140
34002000,42140
34003000,42140
34004000,42140
34005000,42140
34006000,42140
34007000,42140
34008000,42140
34009000,42140
34010000,42140
34011000,42140
34012000,42140
34013000,42140
34014000,42140
34015000,42140
34016000,42140
34017000,42140
34018000,42140
34019000,42140
34020000,42140
34021000,42140
34022000,42140
34023000,42140
34024000,42140
34025000,42140
34026000,42140
34027000,42140
34028000,42140
34029000,42140
34030000,42140
34031000,42140
34032000,42140
34033000,42140
34034000,42140
34035000,42140
34036000,42140
34037000,42140
34038000,42140
34039000,42140
34040000,42140
34041000,42140
34042000,42140
34043000,42140
34044000,42140
34045000,42140
34046000,42140
34047000,42140
34048000,42140
34049000,42140
34050000,42140
34051000,42140
34052000,42140
34053000,42140
34054000,42140
34055000,42140
34056000,42140
34057000,42140
34058000,42140
34059000,42140
34060000,42140
34061000,42141
34062000,42141
34063000,42141
34064000,42141
34065000,42141
34066000,42141
34067000,42141
34068000,42141
34069000,42141
34070000,42141
34071000,42141
34072000,42141
34073000,42141
34074000,42141
34075000,42141
34076000,42141
34077000,42141
34078000,42141
34079000,42141
34080000,42141
34081000,42141
34082000,42141
34083000,42141
34084000,42141
34085000,42141
34086000,42141
34087000,42141
34088000,42141
34089000,42142
34090000,42142
34091000,42142
34092000,42142
34093000,42142
34094000,42142
34095000,42142
34096000,42142
34097000,42142
34098000,42142
34099000,42142
34100000,42142
34101000,42142
34102000,42142
34103000,42142
34104000,42142
34105000,42142
34106000,42142
34107000,42142
34108000,42142
34109000,42142
34110000,42142
34111000,42142
34112000,42142
34113000,42142
34114000,42142
34115000,42142
34116000,42142
34117000,42142
34118000,42142
34119000,42142
34120000,42142
34121000,42142
34122000,42142
34123000,42142
34124000,42142
34125000,42142
34126000,42142
34127000,42142
34128000,42142
34129000,42142
34130000,42142
34131000,42142
34132000,42142
34133000,42142
34134000,42142
34135000,42142
34136000,42142
34137000,42142
34138000,42142
34139000,42142
34140000,42142
34141000,42142
34142000,42142
34143000,42142
34144000,42142
34145000,42142
34146000,42142
34147000,42142
34148000,42142
34149000,42142
34150000,42142
34151000,42142
34152000,42142
34153000,42142
34154000,42142
34155000,42142
34156000,42142
34157000,42142
34158000,42142
34159000,42142
34160000,42142
34161000,42142
34162000,42142
34163000,42142
34164000,42142
34165000,42142
34166000,42142
34167000,42142
34168000,42142
34169000,42142
34170000,42142
34171000,42142
34172000,42142
34173000,42142
34174000,42142
34175000,42142
34176000,42142
34177000,42142
34178000,42142
34179000,42142
34180000,42142
34181000,42142
34182000,42142
34183000,42142
34184000,42142
34185000,42142
34186000,42142
34187000,42142
34188000,42142
34189000,42145
34190000,42145
34191000,42146
34192000,42148
34193000,42148
34194000,42148
34195000,42148
34196000,42148
34197000,42148
34198000,42148
34199000,42148
34200000,42148
34201000,42148
34202000,42148
34203000,42148
34204000,42148
34205000,42148
34206000,42148
34207000,42148
34208000,42149
34209000,42149
34210000,42149
34211000,42149
34212000,42149
34213000,42149
34214000,42149
34215000,42149
34216000,42149
34217000,42149
34218000,42149
34219000,42149
34220000,42149
34221000,42149
34222000,42149
34223000,42149
34224000,42149
34225000,42149
34226000,42149
34227000,42149
34228000,42149
34229000,42149
34230000,42149
34231000,42149
34232000,42149
34233000,42149
34234000,42149
34235000,42149
34236000,42149
34237000,42149
34238000,42149
34239000,42149
34240000,42149
34241000,42150
34242000,42150
34243000,42150
34244000,42150
34245000,42150
34246000,42152
34247000,42152
34248000,42153
34249000,42153
34250000,42153
34251000,42153
34252000,42153
34253000,42153
34254000,42154
34255000,42154
34256000,42154
34257000,42154
34258000,42154
34259000,42154
34260000,42154
34261000,42154
34262000,42154
34263000,42154
34264000,42154
34265000,42154
34266000,42154
34267000,42154
34268000,42154
34269000,42154
34270000,42154
34271000,42154
34272000,42154
34273000,42154
34274000,42154
34275000,42154
34276000,42154
34277000,42154
34278000,42154
34279000,42154
34280000,42154
34281000,42156
34282000,42156
34283000,42156
34284000,42156
34285000,42156
34286000,42156
34287000,42156
34288000,42156
34289000,42156
34290000,42156
34291000,42156
34292000,42156
34293000,42156
34294000,42156
34295000,42156
34296000,42156
34297000,42156
34298000,42156
34299000,42156
34300000,42156
34301000,42156
34302000,42156
34303000,42156
34304000,42156
34305000,42156
34306000,42156
34307000,42157
34308000,42157
34309000,42157
34310000,42157
34311000,42157
34312000,42157
34313000,42157
34314000,42157
34315000,42157
34316000,42157
34317000,42157
34318000,42157
34319000,42157
34320000,42157
34321000,42157
34322000,42157
34323000,42157
34324000,42158
34325000,42158
34326000,42158
34327000,42158
34328000,42158
34329000,42158
34330000,42158
34331000,42160
34332000,42160
34333000,42160
34334000,42160
34335000,42160
34336000,42160
34337000,42160
34338000,42160
34339000,42160
34340000,42160
34341000,42160
34342000,42160
34343000,42160
34344000,42160
34345000,42160
34346000,42160
34347000,42160
34348000,42160
34349000,42160
34350000,42160
34351000,42160
34352000,42160
34353000,42160
34354000,42160
34355000,42160
